//time estimation lower_bound upper_bound expectation
15.1807 0.00048456 0.000481563 0.000487556 0.000485047
15.261 0.000476782 0.000473831 0.000479732 0.000477317
15.3414 0.000469161 0.00046626 0.000472062 0.000469711
15.4217 0.000461756 0.000458899 0.000464614 0.000462226
15.502 0.000454441 0.000451628 0.000457255 0.00045486
15.5823 0.000447214 0.000444445 0.000449983 0.000447611
15.6627 0.000440064 0.000437335 0.000442792 0.000440478
15.743 0.000433081 0.000430393 0.00043577 0.000433459
15.8233 0.000426218 0.000423568 0.000428867 0.000426551
15.9036 0.000419415 0.000416803 0.000422026 0.000419754
15.9839 0.000412707 0.000410137 0.000415278 0.000413064
16.0643 0.000406164 0.000403637 0.000408691 0.000406482
16.1446 0.00039972 0.000397232 0.000402207 0.000400004
16.2249 0.000393314 0.000390864 0.000395764 0.00039363
16.3052 0.000387032 0.00038462 0.000389443 0.000387357
16.3855 0.000380878 0.000378504 0.000383251 0.000381184
16.4659 0.000374828 0.000372489 0.000377166 0.00037511
16.5462 0.000368856 0.000366556 0.000371157 0.000369132
16.6265 0.000362985 0.000360722 0.000365248 0.000363249
16.7068 0.000357225 0.000354996 0.000359454 0.000357461
16.7871 0.000351554 0.000349358 0.00035375 0.000351764
16.8675 0.000345925 0.000343764 0.000348086 0.000346158
16.9478 0.000340402 0.000338277 0.000342527 0.000340642
17.0281 0.000334995 0.000332903 0.000337087 0.000335214
17.1084 0.000329652 0.000327594 0.000331711 0.000329872
17.1888 0.00032439 0.000322365 0.000326416 0.000324615
17.2691 0.000319217 0.000317224 0.00032121 0.000319442
17.3494 0.000314138 0.000312175 0.000316102 0.000314351
17.4297 0.000309141 0.000307209 0.000311072 0.000309342
17.51 0.000304218 0.000302315 0.000306122 0.000304412
17.5904 0.000299363 0.00029749 0.000301236 0.000299561
17.6707 0.000294595 0.000292752 0.000296438 0.000294787
17.751 0.000289879 0.000288066 0.000291691 0.00029009
17.8313 0.000285225 0.000283439 0.00028701 0.000285467
17.9116 0.000280667 0.000278914 0.00028242 0.000280918
17.992 0.000276212 0.000274488 0.000277936 0.000276441
18.0723 0.000271833 0.000270136 0.00027353 0.000272036
18.1526 0.000267499 0.000265828 0.00026917 0.0002677
18.2329 0.000263233 0.000261588 0.000264878 0.000263434
18.3133 0.000259033 0.00025741 0.000260655 0.000259236
18.3936 0.000254923 0.000253326 0.000256521 0.000255105
18.4739 0.000250865 0.000249293 0.000252436 0.00025104
18.5542 0.000246858 0.000245311 0.000248405 0.000247039
18.6345 0.000242931 0.000241408 0.000244454 0.000243102
18.7149 0.000239037 0.000237538 0.000240537 0.000239228
18.7952 0.000235238 0.000233761 0.000236714 0.000235416
18.8755 0.000231476 0.000230026 0.000232926 0.000231665
18.9558 0.000227798 0.00022637 0.000229226 0.000227973
19.0361 0.000224172 0.000222766 0.000225578 0.00022434
19.1165 0.000220617 0.000219235 0.000221999 0.000220765
19.1968 0.000217085 0.000215724 0.000218445 0.000217247
19.2771 0.00021362 0.000212282 0.000214957 0.000213785
19.3574 0.00021023 0.000208913 0.000211547 0.000210378
19.4378 0.000206883 0.000205587 0.00020818 0.000207025
19.5181 0.000203595 0.000202319 0.000204872 0.000203726
19.5984 0.000200373 0.000199116 0.00020163 0.000200479
19.6787 0.000197197 0.000195961 0.000198434 0.000197285
19.759 0.000194041 0.000192824 0.000195257 0.000194141
19.8394 0.000190947 0.00018975 0.000192143 0.000191047
19.9197 0.000187897 0.000186719 0.000189074 0.000188002
20 0.000184911 0.000183753 0.000186069 0.000185006
